"country","area","time","agri_emp","industry_emp","services_emp","agri_value_add","industry_value_add","services_value_add","gdp_growth","gdp_constant","gdp_per_capita_constant","gdp_ppp_constant","urban_population","rural_population","total_population","unemployment_total","unemployment_male","unemployment_female"
"BGR","East Europe","YR2010",0.192590125716287,0.747460698965545,0.48655376317762,0.574471900584045,0.305431553997757,0.588567986972746,0.485089619363891,0.00898546055067256,0,0,0.461525008744316,0.538474991255684,0.0855036515226635,0.34343853820598,0.382747068676717,0.297653355290243
"BGR","East Europe","YR2011",0.191255013512387,0.677285238613372,0.525398415513989,0.678626845215519,0.364637748805448,0.520725007064128,0.534944357868916,0.00926410827158373,0.00270692679647366,0.0108197807655787,0.469919552291011,0.530080447708989,0.0849325727535276,0.384136212624585,0.441373534338358,0.31823795800741
"BGR","East Europe","YR2012",0.179906543891388,0.670821739488988,0.537101632076893,0.640258878989838,0.381011017415211,0.50626897466763,0.414962789282285,0.00936632563912864,0.00357647731133186,0.0162225101162588,0.478339079598261,0.521660920401739,0.0844198570724096,0.426079734219269,0.494137353433836,0.348291477974475
"BGR","East Europe","YR2013",0.187249660979459,0.618651879454492,0.559760988826563,0.654525196041075,0.293968959657844,0.541900329038436,0.297730697445527,0.00928986198740567,0.00440679188628615,0.0162126099623654,0.486783590666067,0.513216409333933,0.0839272803413488,0.45390365448505,0.510050251256281,0.38946068340881
"BGR","East Europe","YR2014",0.198931916612047,0.61542013012314,0.553037870415373,0.661572510378039,0.290843298625997,0.561303363776833,0.433850998835235,0.00942102479448869,0.00673116903144747,0.0225135152756628,0.495228101733873,0.504771898266127,0.0834298229049352,0.39078073089701,0.443467336683417,0.330177027583368
"BGR","East Europe","YR2015",0.193925237920186,0.60526310234728,0.562250990342664,0.579055239702992,0.317762656132543,0.545604565377151,0.653194641749606,0.00989056167526945,0.0112271240129429,0.0394799842616888,0.503697596562234,0.496302403437766,0.0828747393186881,0.29609634551495,0.337520938023451,0.248662000823384
"BGR","East Europe","YR2016",0.190253671398848,0.60018467664033,0.567480050623083,0.577806224943386,0.337603371583129,0.521500606123022,0.618595181501992,0.0103211962739479,0.0158269445143882,0.0557369340819643,0.512167091390596,0.487832908609404,0.0822686499453138,0.231312292358804,0.267169179229481,0.188966652943598
"BGR","East Europe","YR2017",0.198931916612047,0.60526310234728,0.558266930695793,0.575776591144526,0.315591164393124,0.534706667685681,0.593850317821542,0.0107243920429975,0.0203300688656179,0.071487972645101,0.520661569979513,0.479338430020487,0.0816419504646824,0.17234219269103,0.193886097152429,0.146974063400576
"BGR","East Europe","YR2018",0.184579436605037,0.614958438983996,0.56374504822443,0.467005855256347,0.242540449232396,0.636986011842642,0.586934979736494,0.0111270853452146,0.0245601750413255,0.0873901111459343,0.529131064807875,0.470868935192125,0.08102690910451,0.132890365448505,0.166247906197655,0.0934540963359407
"BGR","East Europe","YR2019",0.185914548808937,0.610803307374355,0.564990049106983,0.443266959616889,0.209086882555047,0.656931628215853,0.707517276987617,0.0117489936220214,0.0296245140101965,0.110283505889822,0.537600559636236,0.462399440363764,0.080431608022918,0.0921926910299004,0.118090452261307,0.0613421160971593
"CZE","East Europe","YR2010",0.068424563884445,0.97876273853195,0.454432229501445,0.161386701599219,0.743120920921753,0.456595636395773,0.56468375565793,0.0439851702554109,0.146588777249759,0.330995965900283,0.48533453255384,0.51466546744616,0.12269862510651,0.218853820598007,0.195142378559464,0.250308769040758
"CZE","East Europe","YR2011",0.0647530053404094,1,0.445468166573369,0.23462760989778,0.765430858227374,0.417226502532322,0.504567769291487,0.0448220668090245,0.150253899873897,0.342208482940966,0.483585669314945,0.516414330685055,0.12296051602393,0.195182724252492,0.170854271356784,0.22725401399753
"CZE","East Europe","YR2012",0.0667556736128813,0.98476445833621,0.452191284984559,0.279156492172687,0.731570111043447,0.420175009879256,0.277722085063873,0.0445431012911533,0.148036053263884,0.335423541109429,0.483885474441613,0.516114525558387,0.123138069802567,0.206395348837209,0.180067001675042,0.240016467682174
"CZE","East Europe","YR2013",0.0660881175109314,0.956601918423652,0.467878466074821,0.297981625977709,0.718725187781517,0.414818055236274,0.343591560731452,0.0442641357732821,0.14784800391406,0.334848251872247,0.486208964173287,0.513791035826713,0.12318019608862,0.20514950166113,0.175041876046901,0.24331000411692
"CZE","East Europe","YR2014",0.0567423241730852,0.981071106046693,0.461653367040555,0.306049849893437,0.774208284304165,0.399817542985915,0.54928369185243,0.0453799978447669,0.152969031877066,0.350514742948318,0.488557437665517,0.511442562334483,0.123313992652436,0.170265780730897,0.141541038525963,0.206669411280362
"CZE","East Europe","YR2015",0.0627503370345596,0.980609326726569,0.457669307642688,0.272531757349981,0.771533447980149,0.394980141433631,0.827901084125355,0.0481696530234789,0.165550038457365,0.389003155187255,0.490880927397192,0.509119072602808,0.123564213368443,0.12624584717608,0.105108877721943,0.151914368052697
"CZE","East Europe","YR2016",0.0617490028649458,0.982456090821467,0.457171288265764,0.251952940230679,0.754213790766,0.409034608296542,0.573808186362719,0.0495644806128349,0.171527617858177,0.407290049152113,0.493204417128866,0.506795582871134,0.123809130545712,0.0805647840531562,0.0695142378559464,0.0942774804446274
"CZE","East Europe","YR2017",0.0584112144112711,0.981994487863302,0.459910347030083,0.247073653002236,0.721618488752321,0.431960420384189,0.808325047747984,0.0523541357915468,0.184307855642207,0.446387958759806,0.495827711987208,0.504172288012792,0.124148677834437,0.0365448504983389,0.025963149078727,0.0494030465212021
"CZE","East Europe","YR2018",0.0584112144112711,0.956140315465487,0.473854602980382,0.227025973861425,0.67738816279208,0.479201735280081,0.632750362554097,0.054027928898774,0.192132383122784,0.470325123942037,0.498750811972218,0.501249188027782,0.124577430886343,0.00955149501661131,0.00293132328308208,0.0172910662824207
"CZE","East Europe","YR2019",0.0537383217309996,0.944598302453173,0.483565742284596,0.214525077997744,0.666210759450111,0.498843929242068,0.617673043577603,0.0559806875238724,0.199532957425007,0.492965311719169,0.501973717083896,0.498026282916105,0.125084130252447,0,0,0
"DEU","West Europe","YR2010",0.0200267028849325,0.531855892663755,0.731324703021703,0.0392564459834271,0.44917795826581,0.686948347912198,0.720198358349592,0.85772758588569,0.450826433480145,0.622969550019767,0.578049267975815,0.421950732024184,0.984101078151437,0.205980066445183,0.236180904522613,0.169205434335117
"DEU","West Europe","YR2011",0.0200267028849325,0.528624142870723,0.733316780280393,0.0568783631697856,0.459410831924798,0.670418923461587,0.69750011859548,0.891203448030234,0.48256168908858,0.682562388825125,0.582896117523609,0.41710388247639,0.96595612576906,0.158222591362126,0.180485762144054,0.131741457389872
"DEU","West Europe","YR2012",0.0170226964708842,0.52631577535598,0.736553763302122,0.0465856008728646,0.469408194004663,0.666587498970669,0.384979521974914,0.893993103208945,0.483879138627967,0.685036311127969,0.583145955129166,0.416854044870834,0.967778416846813,0.139950166112957,0.160385259631491,0.115273775216138
"DEU","West Europe","YR2013",0.0133511379268486,0.507386881402673,0.749750942876284,0.0622847805649704,0.446096222272767,0.68456799048438,0.386681174710466,0.899572413566369,0.484819298430669,0.686801754180856,0.583395792734723,0.416604207265278,0.970433593044444,0.133720930232558,0.158291457286432,0.104158089748868
"DEU","West Europe","YR2014",0.0126835778529361,0.519852188512297,0.743276786593799,0.0559710038376581,0.456715166660766,0.681605283163122,0.544599533363472,0.919099999817353,0.49507321702827,0.706056684026915,0.583645630340279,0.416354369659721,0.974503605989548,0.123338870431894,0.149078726968174,0.092630712227254
"DEU","West Europe","YR2015",0.0113484656490363,0.503231749331352,0.753236983146231,0.0195330832056065,0.46130865491023,0.683242602111976,0.480645156672986,0.933048275710913,0.498682758831218,0.712834724265244,0.583895467945835,0.416104532054165,0.983009938481246,0.108388704318937,0.136097152428811,0.0757513379991766
"DEU","West Europe","YR2016",0.00867823726927403,0.488919589945851,0.762948122450445,0.0218102102356821,0.482637332328939,0.669573604369308,0.546422633944962,0.952575861961897,0.506969785402067,0.728396200695599,0.584495078199171,0.415504921800829,0.991008230620963,0.087624584717608,0.114321608040201,0.0559901193906958
"DEU","West Europe","YR2017",0.00767690309966025,0.48984297222414,0.763197179449659,0.0472203847546713,0.477700149598072,0.6705143609454,0.586547746954007,0.977682758570304,0.520679777063651,0.754140985573679,0.585419477339729,0.414580522660271,0.99473318736239,0.0722591362126246,0.100502512562814,0.038699053108275
"DEU","West Europe","YR2018",0.00667556896342429,0.487072913570252,0.765438313956568,0.0202493266650446,0.470481662530776,0.682203806367003,0.444470268873408,0.988841379285152,0.525458268647755,0.763114093636173,0.586693649128067,0.413306350871933,0.997738687059574,0.0568936877076412,0.0866834170854271,0.0218196788801976
"DEU","West Europe","YR2019",0.00534045675952446,0.47968603262926,0.770418317237773,0.0351614266232626,0.456606160774272,0.690062117085817,0.441750624972929,1,0.530552121199266,0.772679390323569,0.588292609803628,0.411707390196372,1,0.0469269102990033,0.0745393634840871,0.0144092219020173
"DNK","Nordic","YR2010",0.0497329771753749,0.142197596618265,0.919322579812733,0.105254209896608,0.117009980808473,0.798369264724151,0.514427374554729,0.0749503427391137,0.643164740045381,0.705622167935877,0.82361465047719,0.17638534952281,0.0631790636200064,0.238372093023256,0.28894472361809,0.180321119802388
"DNK","Nordic","YR2011",0.0450600844617255,0.150046169160083,0.918824655306319,0.123522456253596,0.142572449834393,0.774863857866319,0.466817679683743,0.0760662048105985,0.649911285902119,0.715727407956447,0.827662019687203,0.172337980312797,0.0634555845725301,0.239202657807309,0.258793969849246,0.215726636475916
"DNK","Nordic","YR2012",0.0530707656290496,0.137580773869479,0.919322579812733,0.180302309657942,0.149231587543895,0.759061049024675,0.367868462777707,0.0760662048105985,0.648802277011469,0.714066291096505,0.832284015389996,0.167715984610004,0.0637092846032435,0.240448504983389,0.254606365159129,0.222725401399753
"DNK","Nordic","YR2013",0.0514018674135608,0.13157887770326,0.923804658587524,0.121864041750378,0.133603723169424,0.789912408017132,0.430862940568675,0.0769031013642121,0.652594656105954,0.719746664571025,0.836031579473342,0.163968420526658,0.0639914956850276,0.223006644518272,0.226130653266332,0.217785096747633
"DNK","Nordic","YR2014",0.0477303088695252,0.119113570593637,0.933266930882546,0.135178391308214,0.120733019113311,0.805852286287769,0.492004738121862,0.0782979289535681,0.660801797108369,0.732039640944606,0.838979663218907,0.161020336781092,0.0643363223505825,0.204318936877076,0.209798994974874,0.195965417867435
"DNK","Nordic","YR2015",0.048064086937189,0.12142193810838,0.93152391062307,0.0647603670344719,0.130146596178673,0.8142256946938,0.556456891382591,0.0802506875786664,0.672978484215133,0.750278358552903,0.841877779443362,0.158122220556638,0.0648196571519531,0.177325581395349,0.181742043551089,0.170852202552491
"DNK","Nordic","YR2016",0.0427236301776646,0.104339720068991,0.94497014744545,0.0653538276292462,0.161818108641486,0.789858994440084,0.636965870324359,0.0827613772395072,0.691616997447394,0.77819585176946,0.844775895667816,0.155224104332184,0.0653575857837424,0.165282392026578,0.164154103852596,0.16467682173734
"DNK","Nordic","YR2017",0.0353805051122904,0.0992612939003604,0.953187133748384,0.122307014665521,0.165287708260224,0.781206544986219,0.599158851303583,0.085272066900348,0.708514911679148,0.803506207612186,0.847649028131714,0.152350971868286,0.0658042186473364,0.158637873754153,0.164154103852596,0.15109098394401
"DNK","Nordic","YR2018",0.0380507374640152,0.0978762209446073,0.951942227985345,0.0761943065754523,0.169065784680529,0.781586817144414,0.524992341846646,0.0872248255254463,0.72037118862361,0.821265002353358,0.850572128116724,0.149427871883276,0.0661504104606756,0.129568106312292,0.134840871021776,0.122272540139975
"DNK","Nordic","YR2019",0.039052071633629,0.0812556940443633,0.960159404278301,0.108588727171873,0.186311744355772,0.77339536898299,0.536143790722533,0.0891775841505447,0.734546789249802,0.84249777060059,0.853570179383401,0.146429820616599,0.0664015251672666,0.125,0.128978224455611,0.118979003705228
"ESP","West Europe","YR2010",0.105140181167257,0.285780178472984,0.800796830903476,0.3089803969145,0.277647744567125,0.830015530710605,0.362210201978057,0.330482757109129,0.278174605489093,0.413868195497669,0.614925298555938,0.385074701444061,0.558851104188912,0.741279069767442,0.74748743718593,0.734870317002882
"ESP","West Europe","YR2011",0.101802400690886,0.229455186828847,0.833416289086065,0.299390679246808,0.227495197701127,0.880443542063198,0.275104672980749,0.327693101930417,0.273882825352981,0.404466678851251,0.620696547244291,0.379303452755709,0.560854126336164,0.804817275747508,0.809463986599665,0.799917661589131
"ESP","West Europe","YR2012",0.105807737269207,0.17913200316995,0.857569703717502,0.305196579280664,0.178836993953168,0.910235008806093,0.0839338234725741,0.31653448121557,0.262889520130395,0.380384890199006,0.626417828411532,0.373582171588468,0.561220879932945,0.946013289036545,0.957286432160804,0.93248250308769
"ESP","West Europe","YR2013",0.108477977598235,0.13665739159119,0.878485945337187,0.340669983271599,0.143728025217203,0.908552348339204,0.219758603238028,0.313744826036858,0.258967504640082,0.371793375284005,0.632189077099885,0.367810922900115,0.559372373185352,1,1,1
"ESP","West Europe","YR2014",0.106475293371157,0.122807011064133,0.887450103135772,0.326416061731428,0.134479676879101,0.907342083463103,0.471017973765811,0.31653448121557,0.264853486202421,0.38468712833656,0.638010293309349,0.361989706690651,0.557691151405629,0.931478405315615,0.916247906197655,0.948950185261424
"ESP","West Europe","YR2015",0.102469956792836,0.143582581854719,0.87898405958462,0.359401814383779,0.134772915918716,0.890605681579435,0.68947743134133,0.330482757109129,0.278742532055221,0.415112288194597,0.64390646080048,0.35609353919952,0.557255633019571,0.832641196013289,0.798157453936348,0.871552079044874
"ESP","West Europe","YR2016",0.105807737269207,0.130193892466806,0.883964062865825,0.374377138392741,0.131126480240563,0.887954464100347,0.617835517885636,0.338851722645265,0.289594939530112,0.438885427722169,0.649852595812722,0.350147404187278,0.557729568838852,0.732142857142857,0.68676716917923,0.782626595306711
"ESP","West Europe","YR2017",0.110146859892496,0.150969463257392,0.869521787538602,0.368213295623322,0.133521608408358,0.884113195713172,0.612696781704957,0.350010343360113,0.299962519300616,0.46159651058126,0.655848698346075,0.344151301653925,0.559048494893761,0.631644518272425,0.583752093802345,0.685878962536023
"ESP","West Europe","YR2018",0.105140181167257,0.163434858086315,0.866284804267869,0.363086275676111,0.125096686463761,0.886102904858953,0.551661691007936,0.358379308896249,0.307141770846483,0.47732328393849,0.661869784639984,0.338130215360016,0.561519267411925,0.550249169435216,0.502931323283082,0.603128859613009
"ESP","West Europe","YR2019",0.099465962294675,0.168051681296781,0.868276881775563,0.336078327056587,0.137590156409498,0.889363317861983,0.533517142928598,0.363958619253673,0.312532660586463,0.489132495545818,0.66796582221556,0.33203417778444,0.565575653041094,0.502076411960133,0.449748743718593,0.561136270069988
"FIN","Nordic","YR2010",0.113150870278507,0.30055394127833,0.786603612824471,0.306953476534462,0.417067716173333,0.568906845708795,0.631618751853312,0.0610020668455539,0.533910046508893,0.598676506383897,0.748038774796382,0.251961225203618,0.060952169317081,0.264950166112957,0.308626465661642,0.216550020584603
"FIN","Nordic","YR2011",0.106141523280796,0.286703560751273,0.799551735150415,0.290766239276867,0.364655544792906,0.581855745227357,0.574733291931291,0.0626758599527811,0.546842894310656,0.619223452541135,0.761604956778094,0.238395043221906,0.0612532266868609,0.239617940199336,0.279731993299833,0.194318649650062
"FIN","Nordic","YR2012",0.103805068963357,0.277008312295537,0.80652381569031,0.289649805157427,0.287830670523738,0.631079362939503,0.223131706720058,0.0615599978812963,0.534964960832146,0.600352492052319,0.774796382351471,0.225203617648529,0.0615636951196849,0.235880398671096,0.274706867671692,0.192260189378345
"FIN","Nordic","YR2013",0.102803742771047,0.279778370487744,0.805527776936463,0.298409581946073,0.285173641811251,0.622297108696153,0.267322361786163,0.0610020668455539,0.526484985974889,0.586880007930769,0.781891770349273,0.218108229650727,0.0618657310467261,0.256644518272425,0.297319932998325,0.211609715932482
"FIN","Nordic","YR2014",0.107142865394335,0.235918685953231,0.826195151297952,0.303537677184105,0.274751371586886,0.63272443461082,0.315161523845991,0.0607231013276827,0.521701622240002,0.579280481523283,0.783140958377055,0.216859041622945,0.0621380357463585,0.276162790697674,0.318676716917923,0.229312474269247
"FIN","Nordic","YR2015",0.105807737269207,0.226685128174959,0.83167326882659,0.279574484133012,0.284438086883643,0.635826465941195,0.396134065581701,0.0610020668455539,0.523004389580076,0.581350241438432,0.784390146404837,0.215609853595163,0.0623557224536644,0.306063122923588,0.341708542713568,0.265953067105805
